395	5165.77281855032
405	4838.8449457389825
415	4557.305940007969
425	4246.035190678536
435	3998.9876949873997
445	3725.8509091836945
455	3509.0693482458346
465	3269.285267050871
475	3062.58603194858
485	2837.9427278065295
495	2658.4259547928373
505	2476.8515224685216
515	2320.1759179219625
525	2173.4109781194775
535	2013.9894244749191
545	1886.5926032413645
555	1767.254389398284
565	1646.5482956479113
575	1534.0866069791603
585	1429.2583716204351
595	1331.6379067721014
605	1247.4038813620111
615	1168.4981595400855
625	1088.6880036062764
635	1008.8655798888266
645	950.1666516397906
655	885.2688612484704
665	824.8036861151234
675	772.629942561241
685	719.8581724976809
695	674.3228574653738
705	624.8397817819774
