199.5	59.8744720191
206.5	60.2436798856
213.5	60.806810644
220.5	54.0337977372
227.5	50.0035735063
234.5	58.4940973353
241.5	53.3120084918
248.5	67.0101178975
255.5	63.542854228
262.5	49.4944531939
269.5	44.6541708925
276.5	51.4946649375
283.5	51.6678041866
290.5	50.8886487671
297.5	43.4076980218
304.5	54.2246791946
311.5	53.0404145886
318.5	49.7685392473
325.5	59.4613540445
332.5	46.9792100425
339.5	41.6437758547
346.5	47.5045802521
353.5	46.4776541264
360.5	32.5227631957
367.5	41.4621935859
374.5	38.6054176263
381.5	42.5243790146
388.5	37.5865855882
395.5	34.1675559668
402.5	32.9590363584
