395	5082.749332306259
405	4812.781764219288
415	4484.061637497896
425	4292.147746771852
435	3956.0246948110325
445	3746.0279156050865
455	3471.3697706210883
465	3340.7925114836426
475	3013.3646321259503
485	2853.31134830107
495	2615.7001520056874
505	2530.941580435093
515	2295.249179963796
525	2104.1109420102275
535	1918.5003900699849
545	1826.4990230609799
555	1776.8247946646975
565	1646.548295647913
575	1584.6125821717092
585	1406.3346341276592
595	1282.2772270577984
605	1267.7794325084737
615	1149.7182413589348
625	1106.4710315665543
635	987.3045932115741
645	875.78732010122
655	945.0171898084067
665	856.5541295593404
675	768.4683720487869
685	727.6515770447268
695	692.7571667329669
705	598.4176256248813
