395	167.403108472
405	131.734999645
415	147.685004241
425	141.364216068
435	130.293820885
445	102.535915882
455	114.331447857
465	109.915297036
475	82.3778920582
485	93.9753582001
495	86.1495044609
505	83.3579348943
515	62.8253398391
525	57.59352237
535	63.1205139237
545	49.9319391228
555	58.5206891764
565	54.2299619596
575	61.0540314033
585	46.2697663833
595	42.1881579923
605	48.8466683628
615	37.8665944133
625	36.4422240817
635	21.5609866773
645	41.75872850026428
655	38.63835166804165
665	37.8197532945
675	29.6085570993
685	32.1537057487
695	30.5875650291
705	19.7092093559
