198.60238583585544, 3219.4907441796395
205.32653122801798, 3146.4081950299687
212.41044864219367, 2966.1943769293066
219.12262263607565, 2964.819038946776
226.56253163070232, 2834.7411499462182
232.9357260311637, 2735.072048414816
239.60505502067258, 2704.1018570824763
246.9151688549934, 2632.439695394958
253.41626819497986, 2557.882758194266
260.73457298601915, 2559.878393471905
267.26465571131627, 2380.993952301145
274.7335480912541, 2413.656845192889
281.1634491151501, 2245.0059137827725
287.70676338591534, 2149.4033254560313
295.12714009913674, 2097.812180498582
301.7592947466168, 2107.6612367309904
308.9982102648479, 1964.0654372487643
315.5068704879591, 1912.1210719617748
322.1730491094996, 1841.2997792153633
329.38046094804423, 1791.3638876355785
335.6547337942918, 1642.816634869292
343.024704620016, 1582.910058507241
349.73435831952287, 1581.1597318688496
356.824576469636, 1418.617619620332
363.710650775384, 1482.2458518081842
370.10778797240687, 1367.2067910063013
377.2748751009537, 1316.5225107857896
383.67453259235157, 1215.126044935283
390.7351372835596, 1110.0130763013706
397.46558341165905, 1143.526680678706
