199.5	3159.6162721605638
206.5	3086.1645151443886
213.5	2905.3875662852734
220.5	2910.785241209591
227.5	2784.7375764399185
234.5	2676.5779510795182
241.5	2650.7898485906953
248.5	2565.4295774974935
255.5	2494.339903966312
262.5	2510.383940278042
269.5	2336.33978140866
276.5	2362.162180255367
283.5	2193.338109596141
290.5	2098.514676688944
297.5	2054.404482476796
304.5	2053.4365575363895
311.5	1911.0250226601452
318.5	1862.3525327144462
325.5	1781.838425170893
332.5	1744.3846775931206
339.5	1601.1728590145735
346.5	1535.4054782551586
353.5	1534.6820777424
360.5	1386.0948564246369
367.5	1440.783658222309
374.5	1328.6013733800219
381.5	1273.9981317712136
388.5	1177.5394593470353
395.5	1075.8455203346086
402.5	1110.5676443202742
